group,endpoints,tns_ns,wns_ns
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_158/CAS_IN_EN_A,1,-0.075,-0.075
clk150:sfo/two_pass_transport/second_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_28/DINADIN[],2,-0.075,-0.059
clk150:sfo/two_pass_transport/second_resampling/engine/core/stream/lane_phase_reg[][]/C -> sfo/two_pass_transport/second_resampling/engine/core/stream/arithmetic/real_channel[28].u_real/pre_da/g18.u_add/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[]/D,3,-0.075,-0.047
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_71/CAS_IN_DIN_B[],1,-0.074,-0.074
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/reset_pipe_reg[]/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/blk_event_tlast_missing.event_tlast_missing_reg/R,1,-0.073,-0.073
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_bit_reverse.var_pt_size_muxed_addresses.left_shifter/r14.shifter/use_mux16.use_lut6.sixteen_to_one_mux[].use_output_reg_and_pipe_reg.reg0/R,2,-0.073,-0.037
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/reset_sustain.resets_4_pes[0].delay_reset_pe/tc_reg/S,1,-0.071,-0.071
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_47/CAS_IN_ADDR_A[],2,-0.07,-0.056
clk500:cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/rdp_inst/count_value_i_reg[]/C -> cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_1/CASDOMUXB,1,-0.068,-0.068
clk500:cfo/windows/fast_fault_reg/C -> cfo/observation_front/fft_core/bank1_reg_bram_0/ENARDEN,1,-0.067,-0.067
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_overflow.natural_ovflo.DOUT_DONE_E_CNT/no_early_reg.I_TC_reg/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[0].natural_order_input.OVFLO_FIFO/rd_cnt_reg[]/D,2,-0.067,-0.048
clk150:sfo/two_pass_transport/output_buffer/rp_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_228/ADDRBWRADDR[],1,-0.065,-0.065
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_97/CAS_IN_BWE_B[],2,-0.063,-0.05
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_104/CAS_IN_EN_B,1,-0.062,-0.062
clk150:sfo/two_pass_transport/second_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_30/DINADIN[],2,-0.062,-0.052
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_next_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_161/CAS_IN_ADDR_B[],2,-0.061,-0.058
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_95/CAS_IN_ADDR_A[],1,-0.06,-0.06
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_71/CAS_IN_EN_B,1,-0.058,-0.058
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/rv_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_47/CAS_IN_EN_A,1,-0.058,-0.058
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_15/CAS_IN_DIN_B[],1,-0.057,-0.057
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/issued_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_105/CAS_IN_ADDR_A[],1,-0.056,-0.056
clk500:sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_overflow.natural_ovflo.DOUT_DONE_E_CNT/no_early_reg.I_TC_reg/C -> sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[1].natural_order_input.OVFLO_FIFO/rd_cnt_reg[]/CE,4,-0.056,-0.015
clk500:cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/rdp_inst/count_value_i_reg[]/C -> cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_3/CASOREGIMUXB,1,-0.055,-0.055
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_wa_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_135/CAS_IN_ADDR_B[],1,-0.054,-0.054
clk500:cfo/observation_front/fft_core/m_generation_reg[]/C -> cfo/observation_front/fft_core/m_last_reg/D,1,-0.053,-0.053
clk150:sfo/two_pass_transport/second_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_170/DINADIN[],1,-0.053,-0.053
clk150:sfo/two_pass_transport/output_buffer/rp_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_227/ADDRBWRADDR[],1,-0.053,-0.053
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_120/CAS_IN_BWE_B[],1,-0.053,-0.053
clk150:cfo/coarse_rotation/tag_pipe_reg[][]_replica/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_145/CAS_IN_ADDR_B[],1,-0.052,-0.052
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_168_170/RAMA/WE,1,-0.052,-0.052
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_168_170/RAMA_D1/WE,1,-0.052,-0.052
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_168_170/RAMB/WE,1,-0.052,-0.052
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_168_170/RAMB_D1/WE,1,-0.052,-0.052
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_168_170/RAMC/WE,1,-0.052,-0.052
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_168_170/RAMC_D1/WE,1,-0.052,-0.052
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_168_170/RAMD/WE,1,-0.052,-0.052
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_168_170/RAMD_D1/WE,1,-0.052,-0.052
clk500:sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/reset_pipe_reg[]/C -> sfo/initial_estimator/owner/fft/u_ingress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_wide.mem_reg_bram_1/REGCEAREGCE,1,-0.05,-0.05
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_wa_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_191/CAS_IN_ADDR_B[],1,-0.049,-0.049
clk500:cfo/observation_front/index_stage_reg[]/C -> cfo/observation_front/coefficient_address_reg_0_0/ENARDEN,1,-0.049,-0.049
clk500:cfo/observation_front/m_frame_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_0_13/RAMC/I,1,-0.048,-0.048
clk150:sfo/two_pass_transport/fault_125_to_150/syncstages_ff_reg[]/C -> sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_152/CAS_IN_EN_B,1,-0.046,-0.046
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_overflow.natural_ovflo.DOUT_DONE_E_CNT/no_early_reg.I_TC_reg/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[1].natural_order_input.OVFLO_FIFO/rd_cnt_reg[]/D,2,-0.045,-0.034
clk500:cfo/observation_front/m_generation_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_0_13/RAMD/I,1,-0.044,-0.044
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]/C -> cfo/observation_front/fft_core/pi4_reg/DSP_A_B_DATA_INST/CEB1,1,-0.044,-0.044
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_89/CAS_IN_EN_B,1,-0.044,-0.044
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]_rep/C -> cfo/observation_front/fft_core/tag_reg[][bf][]/CE,1,-0.043,-0.043
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_bit_reverse.var_pt_size_muxed_addresses.left_shifter/delay_output/no_sclr_lut.real_shift_ram.use_baseblock.use_hlutnm_srls.srl_loop[].i_fdre0/R,5,-0.043,-0.011
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_bit_reverse.var_pt_size_muxed_addresses.left_shifter/delay_output/no_sclr_lut.real_shift_ram.use_baseblock.use_hlutnm_srls.srl_loop[].i_fdre1/R,5,-0.043,-0.011
clk500:sfo/residual_estimator/aux_service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_ic.wr_rst_busy_ic_reg/C -> sfo/residual_estimator/aux_service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_3/ENARDEN,1,-0.04,-0.04
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/rv_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_166/CAS_IN_EN_A,1,-0.039,-0.039
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_39/CAS_IN_ADDR_A[],1,-0.039,-0.039
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_wa_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_183/CAS_IN_ADDR_B[],1,-0.038,-0.038
clk150:sfo/two_pass_transport/second_resampling/engine/core/stream/lane_phase_reg[][]/C -> sfo/two_pass_transport/second_resampling/engine/core/stream/arithmetic/real_channel[28].u_real/pre_ca/g18.u_add/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[]/D,1,-0.038,-0.038
clk150:sfo/two_pass_transport/output_buffer/wp_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_165/ADDRARDADDR[],1,-0.038,-0.038
clk150:sfo/two_pass_transport/output_buffer/wp_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_167/ADDRARDADDR[],1,-0.038,-0.038
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/reset_sustain.delay_reset_3/count_addsub_reg[].addsub_reg/R,2,-0.038,-0.019
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_next_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_145/CAS_IN_ADDR_B[],2,-0.037,-0.035
clk150:sfo/two_pass_transport/first_resampling/engine/core/stream/lane_phase_reg[][]/C -> sfo/two_pass_transport/first_resampling/engine/core/stream/arithmetic/real_channel[0].u_real/xc_first_reg[]/D,2,-0.037,-0.035
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_38/CAS_IN_DIN_B[],1,-0.037,-0.037
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/rv_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_127/CAS_IN_EN_A,1,-0.037,-0.037
clk150:cfo/coarse_rotation/tag_pipe_reg[][]_replica/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_161/CAS_IN_ADDR_B[],1,-0.036,-0.036
clk150:cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_98/CLK -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[][]/D,1,-0.036,-0.036
clk500:cfo/observation_front/m_generation_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_0_13/RAMC_D1/I,1,-0.036,-0.036
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_54/CAS_IN_ADDR_A[],1,-0.036,-0.036
clk150:sfo/two_pass_transport/fault_125_to_150/syncstages_ff_reg[]/C -> sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_152/CAS_IN_EN_A,1,-0.034,-0.034
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[5].natural_order_input.PE/overflow.ovflo_reg_fd/R,1,-0.033,-0.033
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_next_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_137/CAS_IN_ADDR_B[],2,-0.033,-0.031
clk150:sfo/two_pass_transport/second_resampling/engine/frame_id_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_104/WEA[],3,-0.033,-0.017
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[5].natural_order_input.PE/overflow.g_valid_ovflo_reg.ovflo_start_d_reg/R,1,-0.032,-0.032
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[5].natural_order_input.PE/overflow.g_valid_ovflo_reg.ovflo_valid_d_reg/R,1,-0.032,-0.032
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_wd_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_127/CAS_IN_DIN_B[],3,-0.032,-0.021
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_wa_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_31/CAS_IN_ADDR_B[],1,-0.031,-0.031
clk150:cfo/issued_reg[]_replica/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_23/CAS_IN_ADDR_A[],1,-0.03,-0.03
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_161/CAS_IN_EN_A,1,-0.03,-0.03
clk500:cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_13/CLKBWRCLK -> cfo/windows/output_record_reg[]/D,1,-0.029,-0.029
clk500:cfo/windows/sample_index_reg[]/C -> cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_5/ENBWREN,1,-0.029,-0.029
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_150/CAS_IN_ADDR_A[],1,-0.029,-0.029
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_wa_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_7/CAS_IN_ADDR_B[],1,-0.027,-0.027
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_bit_reverse.addr_r_MSB_reg/R,1,-0.027,-0.027
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_bit_reverse.addr_w_MSB_reg/R,1,-0.027,-0.027
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/issued_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_ADDR_A[],1,-0.027,-0.027
clk500:cfo/observation_front/m_frame_reg[]/C -> cfo/estimator/closed_fast_reg/D,1,-0.025,-0.025
clk500:sfo/residual_estimator/aux_service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_ic.wr_rst_busy_ic_reg/C -> sfo/residual_estimator/aux_service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_2/WEA[],1,-0.024,-0.024
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_120/CAS_IN_DIN_B[],2,-0.024,-0.02
clk150:sfo/two_pass_transport/second_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_168/DINADIN[],1,-0.023,-0.023
clk500:cfo/observation_front/index_stage_reg[]/C -> cfo/observation_front/coefficient_address_reg_1_2/ADDRARDADDR[],2,-0.022,-0.017
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_47/CAS_IN_DIN_B[],1,-0.022,-0.022
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_14/CAS_IN_DIN_B[],1,-0.022,-0.022
clk150:cfo/issued_reg[]_replica/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_79/CAS_IN_ADDR_A[],1,-0.021,-0.021
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/rv_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_111/CAS_IN_EN_A,1,-0.021,-0.021
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_22/CAS_IN_ADDR_A[],1,-0.021,-0.021
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_15/CAS_IN_DIN_B[],1,-0.02,-0.02
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/observation_front/state_reg[]/D,2,-0.02,-0.019
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_145/CAS_IN_DIN_B[],1,-0.018,-0.018
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/reset_sustain.delay_reset_3/tc_reg/S,1,-0.018,-0.018
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/reset_sustain.delay_reset_3/tc_reg1/S,1,-0.018,-0.018
